,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
2271,sam cooke,if i had a hammer (the hammer song),1964,pop,hammer hammer morning hammer even land hammer danger hammer warn hammer brothers sisters land tinkle morning tinkle even time land tinkle danger tinkle warn tinkle brothers sisters land song sing even land sing danger sing warn sing brothers sisters land yeah yeah yeah yeah yeah yeah hammer hammer morning hammer even time land hammer danger hammer warn hammer brothers sisters land look hammer song sing land hammer justice freedom yeah song brothers sisters land yeah lord yeah yeah yeah yeah,80,0.001012146,0.001012146,0.001012146,0.046690416,0.231781377,0.021099106,0.001012146,0.001012146,0.001012146,0.323184566,0.001012146,0.001012146,0.34429245,0.01979419,0.001012146,0.001012146,0.631755659,0.66007743,0.576304795,0,0.615622424,0.459442577,music,0.8
2279,sam cooke,sittin' in the sun,1964,pop,sittin count money fan summerbreeze sweeter count money greenbacks tree come summer shower drop rain fall sweeter christmass chime jungles roof shingle like pennies nickles dim know fill gold behold bankaccount sit count money shadow fall look heaven silver dollar shin wonder sittin count money shadow fall look heaven silver dollar shin,52,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.363730938,0.001422475,0.001422475,0.612086984,0.001422475,0.001422475,0.001422475,0.001422475,0.262428247,0.681998821,0.706827015,0,0.314715581,0.432414706,obscene,0.8
2282,? & the mysterians,96 tears,1964,pop,teardrops heart cryin teardrops heart leave laughin watch gonna little gonna start cryin tear come right lookin wave come wavin wonderin gonna know teardrops heart cryin teardrops heart gonna tear gonna tear gonna gonna tear hear tear wanna hear night yeah night long tear baby hear night long tear yeah tear,51,0.067577559,0.001253133,0.001253133,0.148047377,0.050960093,0.028270338,0.001253133,0.001253133,0.027700643,0.07477065,0.001253133,0.001253133,0.001253133,0.001253133,0.369702066,0.001253133,0.675078523,0.737891957,0.05612355,5.84E-06,0.823784007,0.474458061,sadness,0.8
2283,dusty springfield,anyone who had a heart,1964,pop,love look know dream look know dream know heart arm couldn heart hurt like hurt untrue time away time goodbye dear love dear know heart arm couldn heart hurt like hurt untrue know heart arm couldn heart hurt like hurt untrue heart heart surely arm yeah heart yeah heart surely arm yeah,52,0.001096491,0.001096491,0.001096491,0.001096491,0.066461805,0.001096491,0.262225203,0.09351174,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.08223866,0.480211714,0.001096491,0.453048847,0.743276158,0.89357419,0.000171053,0.399216818,0.507492126,sadness,0.8
2285,little anthony & the imperials,hurt so bad,1964,pop,know know goin stand look tell hurt hurt hurt make feel hurt make hurt like needle pin people make okay stand tell hurt hurt hurt make feel hurt gonna hurt walk away stay stay want love ohhhh hurt come hurt hurt beggin ohhhh hurt come hurt hurt beggin ohhhh hurt come hurt,52,0.064872939,0.001144165,0.001144165,0.001144165,0.001144165,0.021296688,0.024641921,0.097439194,0.001144165,0.001144165,0.001144165,0.001144165,0.020936706,0.113631771,0.597220912,0.001144165,0.484457923,0.659718483,0.667670349,0,0.370362737,0.526511739,sadness,0.8
2287,chubby checker,"lovely, lovely (loverly, loverly)",1964,pop,morning lovely lovely stand corner book hand say later say lovely lovely girl gotta plan lovely lovely fine lovely lovely yeah lovely lovely lovely lovely lovely lovely lovely lovely walkin even lovely lovely take dance hold real tight walk garden lovely lovely hold kiss silver moonlight lovely lovely yeah lovely lovely lovely lovely lovely lovely yeah lovely lovely fine lovely lovely walkin stand fine stop gonna lovely lovely fine lovely lovely yeah lovely lovely lovely lovely lovely lovely lovely lovely walkin morning lovely lovely laughin talkin lookin sweet arm lovely lovely goin steady plan complete lovely lovely yeah lovely lovely fine lovely lovely lovely lovely yeah lovely lovely lovely lovely walkin lovely lovely,113,0.000478469,0.000478469,0.000478469,0.000478469,0.058877624,0.000478469,0.678439952,0.000478469,0.113817756,0.000478469,0.040490313,0.034838511,0.000478469,0.058224838,0.000478469,0.000478469,0.655583234,0.75704433,0.715863169,2.86E-05,0.909315746,0.62861703,romantic,0.8
2289,donovan,hurdy gurdy man,1964,pop,throw like vast sleep open eye peep gaze tranquility hurdy gurdy come sing songs hurdy gurdy come sing songs hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing bridge histories age past unenlightened shadow cast eternity cry humanity hurdy gurdy come sing songs hurdy gurdy come sing songs hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing come roly poly sing songs roly poly roly poly roly poly poly sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing live appearances truth get deep beneath thousand years sleep time demand turn truth yeah awaken hurdy gurdy come sing songs beatles hurdy gurdy come sing songs hurdy gurdy come sing songs hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing hurdy gurdy hurdy gurdy hurdy gurdy gurdy sing,189,0.000892061,0.170204855,0.053427685,0.000892061,0.017967725,0.000892061,0.000892061,0.000892061,0.000892061,0.645134497,0.000892061,0.100776389,0.000892061,0.000892061,0.000892061,0.000892061,0.364236976,0.711432454,0.003111449,0.01305668,0.568219291,0.702693417,music,0.8
2298,the beach boys,don't back down (mono),1964,pop,girls guy wipe feet hear shout afraid girls guy wipe feet hear shout afraid boys grit teeth gotta little nut gut wave feet hair sand boys know beach like palm hand afraid boys grit teeth gotta little nut gut wave twentyfooter sneak like lead crest come slap upside head afraid boys grit teeth gotta little nut gut wave,58,0.001461988,0.375770814,0.001461988,0.001461988,0.001461988,0.082909883,0.001461988,0.001461988,0.001461988,0.001461988,0.1588822,0.001461988,0.001461988,0.161189633,0.001461988,0.001461988,0.54402686,0.709740276,0.157629676,0.00312753,0.968054411,0.536522062,violence,0.8
2302,the beach boys,the man with all the toys,1964,pop,toy light house late night window sight chair little tiny toy thrill tempt stay cold leave tell toy toy toy toy toy,22,0.004048583,0.004048583,0.004048583,0.369959492,0.004048583,0.085876097,0.125026141,0.004048584,0.004048583,0.004048583,0.358409523,0.004048584,0.004048583,0.004048583,0.004048583,0.004048583,0.699989169,0.693818424,0.443774542,1.00E-05,0.657873042,0.492476642,night/time,0.8
2305,the beach boys,why do fools fall in love,1964,pop,doom bopa doom bopa doom bopa fool fall bird sing awake break fall rain fall fool fall fall heart crazy beat fore know fail beat tell fall fool fall doom bopa doom bopa doom bopa bird sing awake break fall rain fall fool fall fall tell fall tell fall,49,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.089947664,0.001422475,0.119558766,0.001422475,0.001422475,0.001422475,0.001422475,0.685307795,0.001422475,0.366403119,0.755198318,0.559236505,4.34E-06,0.762984336,0.766759482,sadness,0.8
2308,bobby darin,the good life,1965,pop,good life ideal good life hide sadness feel fall honest fake romance good life free explore unknown like heartaches learn face remember know kiss good life hello,27,0.002392345,0.002392345,0.319185059,0.002392345,0.002392345,0.002392345,0.095036178,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.087944829,0.051304649,0.176143046,0.23928576,0.566771364,0.643591519,0.730923425,0,0.455894477,0.324303221,world/life,0.785714286
2309,manfred mann,l.s.d.,1965,pop,million dollars baby million dollars baby babe girl girl cause money short time hard money short time hard money plenty heart hard,22,0.159884608,0.002631579,0.002631579,0.094512985,0.002631579,0.102028393,0.002631579,0.002631579,0.358880778,0.002631579,0.002631579,0.002631579,0.002631579,0.177734571,0.072748138,0.002631579,0.454131918,0.697920673,0.048593422,0.012651822,0.664056059,0.683673804,obscene,0.785714286
2310,four tops,love has gone,1965,pop,go go go leave misery go take heart leave helpless pretend cause go go peace shall go leave heartaches yeah lose little girl lose sight world pretend cause go go leave go go rob happiness good confess pretend cause go go go go go,44,0.001283697,0.001283697,0.001283697,0.001283697,0.02797371,0.026117234,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.073154293,0.038585386,0.330044418,0.424953555,0.498537853,0.744455555,0.397589757,0.000144737,0.637262984,0.67266245,feelings,0.785714286
2311,sonny & cher,then he kissed me,1965,pop,walk ask want dance look kind nice say dance hold tight walk home night star shin bright kiss methen kiss time couldn want know friend know whisper say kiss methen kiss kiss kiss kiss wanna kiss forever know give take home meet right felt cry kiss methen kiss right felt cry kiss methen kiss kiss kiss kiss kiss,58,0.000956938,0.000956938,0.000956938,0.043296424,0.000956938,0.000956938,0.416809966,0.195523433,0.000956938,0.039757022,0.000956938,0.118795648,0.000956938,0.039607523,0.066781785,0.000956938,0.586266652,0.727610697,0.294175998,1.98E-06,0.688788129,0.717708901,romantic,0.785714286
2318,sonny & cher,unchained melody,1965,pop,darling hunger touch long lonely time time go slowly time need need speed lonely rivers flow wait arm lonely rivers open arm darling hunger kiss need need speed,28,0.00228833,0.00228833,0.00228833,0.278009917,0.162449758,0.00228833,0.303626812,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.140112306,0.040263353,0.247265244,0.681229649,0.28313181,1.87E-06,0.206512778,0.533518965,romantic,0.785714286
2324,cher,needles and pins,1965,pop,today face face know away knees pray away begin needle pin pride tear gotta hide think smart heart think lose worst ahead instead knees begin hurtin hurtin stop tell wrong wrong stand tell strong today face face know people live lord know forgive begin feel needle pin somebody stop stop needle pin somebody away stop needle pin somebody stop stop needle pin somebody away stop needle pin,67,0.001012146,0.001012146,0.11681742,0.001012146,0.001012146,0.030463914,0.001012146,0.204321877,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.343195616,0.11863806,0.519116214,0.50026921,0.482931208,0,0.529060181,0.481465287,sadness,0.785714286
2325,cher,i go to sleep,1965,pop,look pillow dream away know near sleep sleep imagine sleep sleep imagine look feel close tear fall eye bring memories sleep sleep imagine sleep sleep imagine wrong right mean morning come loneliness leave drag night finally descend sleep sleep imagine sleep sleep imagine,43,0.00150376,0.00150376,0.00150376,0.530440859,0.001503759,0.001503759,0.001503759,0.054112825,0.001503759,0.00150376,0.001503759,0.124038417,0.001503759,0.00150376,0.268851506,0.00150376,0.424888985,0.480296387,0.7118471,0,0.185902721,0.232208253,night/time,0.785714286
2327,paul simon,he was my brother,1965,pop,brother years older brother twentythree years die freedom writer curse brother face home outsider gonna bury place sing knees angry trail shoot brother dead hat wrong brother tear bring brother die brothers free die brothers free,36,0.001814882,0.336056448,0.001814882,0.001814882,0.001814882,0.25331272,0.001814882,0.001814882,0.001814882,0.109170583,0.001814882,0.001814882,0.239670471,0.001814882,0.001814882,0.001814882,0.284089678,0.551880625,0.910642481,8.19E-05,0.200329761,0.192166963,violence,0.785714286
2332,the byrds,mr. tambourine man,1965,pop,tambourine play song sleepy place goin tambourine play song jingle jangle morning come followin magic swirlin ship sense strip hand feel grip toe numb step boot heel wanderin ready ready fade unto parade cast dance spell promise tambourine play song sleepy place goin tambourine play song jingle jangle morning come followin,51,0.001814882,0.001814882,0.08005919,0.0813331,0.001814882,0.073601285,0.001814882,0.001814882,0.001814882,0.356510142,0.066799304,0.27799598,0.001814882,0.001814882,0.001814882,0.041922413,0.434636629,0.669640797,0.528111976,0.0001083,0.656842539,0.465448771,music,0.785714286
